No;full_text;username;tweet_normalized;skor_total;skor_positif;skor_negatif;n_match;n_total;kata_match;sentimen
139;babinsa koramil samarinda seberang kawal penuh program makan bergizi gratis untuk generasi sehat sertu  syamsudin babinsa kelurahan rapak dalam koramil samarinda seberang aktif mendampingi pelaksanaan program makan bergizi gratis mbg di wilayah binaannya;Kodim0901Smd;['babinsa', 'koramil', 'samarinda', 'seberang', 'kawal', 'penuh', 'program', 'makan', 'bergizi', 'gratis', 'generasi', 'sehat', 'sertu', 'syamsudin', 'babinsa', 'kelurahan', 'rapak', 'koramil', 'samarinda', 'seberang', 'aktif', 'mendampingi', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'wilayah', 'binaannya'];-4.0;14.0;-18.0;11;30;[('seberang', -3.0), ('kawal', -2.0), ('makan', 1.0), ('gratis', 4.0), ('generasi', -3.0), ('sehat', 4.0), ('seberang', -3.0), ('aktif', -3.0), ('pelaksanaan', -4.0), ('makan', 1.0), ('gratis', 4.0)];Negatif
140;bpom menghadirkan mobil laboratorium keliling untuk mendukung program makan bergizi gratis mbg langkah ini memastikan keamanan pangan tetap terpantau hingga daerah yang sulit dijangkau inovasi nyata demi kesehatan masyarakat;barisansopan;['bpom', 'menghadirkan', 'mobil', 'laboratorium', 'keliling', 'mendukung', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'langkah', 'keamanan', 'pangan', 'terpantau', 'daerah', 'sulit', 'dijangkau', 'inovasi', 'nyata', 'kesehatan', 'masyarakat'];15.0;18.0;-3.0;7;22;[('mobil', 1.0), ('laboratorium', -3.0), ('makan', 1.0), ('gratis', 4.0), ('langkah', 4.0), ('inovasi', 4.0), ('nyata', 4.0)];Positif
141;babinsa blimbing pendampingan program makan bergizi gratis di sdn polowijen;Serucoid1;['babinsa', 'blimbing', 'pendampingan', 'program', 'makan', 'bergizi', 'gratis', 'sdn', 'polowijen'];5.0;5.0;0.0;2;9;[('makan', 1.0), ('gratis', 4.0)];Positif
142;sidokkes polres bangli memastikan makanan program makan bergizi gratis aman dan layak dikonsumsi melalui pemeriksaan food safety di sppg polres bangli seluruh sampel makanan dinyatakan bebas bahan kimia berbahaya dan disajikan dalam kondisi higienis sesuai standar;KintamaniPolsek;['sidokkes', 'polres', 'bangli', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'aman', 'layak', 'dikonsumsi', 'pemeriksaan', 'food', 'safety', 'sppg', 'polres', 'bangli', 'sampel', 'makanan', 'dinyatakan', 'bebas', 'bahan', 'kimia', 'berbahaya', 'disajikan', 'kondisi', 'higienis', 'sesuai', 'standar'];-4.0;14.0;-18.0;10;29;[('makanan', 3.0), ('makan', 1.0), ('gratis', 4.0), ('layak', -5.0), ('makanan', 3.0), ('bebas', -4.0), ('bahan', -3.0), ('berbahaya', -4.0), ('sesuai', 3.0), ('standar', -2.0)];Negatif
143;polresta palangka raya hadiri rakor optimalisasi program makan bergizi gratis polresta palangka raya menghadiri rapat koordinasi rakor optimalisasi pelaksanaan program makan bergizi gratis yang digelar di ruang rapat peteng karuhei ii kantor wali kota palangka raya;PolresPalangka;['polresta', 'palangka', 'raya', 'hadiri', 'rakor', 'optimalisasi', 'program', 'makan', 'bergizi', 'gratis', 'polresta', 'palangka', 'raya', 'menghadiri', 'rapat', 'koordinasi', 'rakor', 'optimalisasi', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'digelar', 'ruang', 'rapat', 'peteng', 'karuhei', 'ii', 'kantor', 'wali', 'kota', 'palangka', 'raya'];-3.0;11.0;-14.0;10;34;[('makan', 1.0), ('gratis', 4.0), ('rapat', -3.0), ('koordinasi', 1.0), ('pelaksanaan', -4.0), ('makan', 1.0), ('gratis', 4.0), ('ruang', -3.0), ('rapat', -3.0), ('kota', -1.0)];Negatif
144;polres klungkung gelar prelaunching program makan bergizi gratis di tk kemala bhayangkari klungkung;PKlungkung;['polres', 'klungkung', 'gelar', 'prelaunching', 'program', 'makan', 'bergizi', 'gratis', 'tk', 'kemala', 'bhayangkari', 'klungkung'];7.0;7.0;0.0;3;12;[('gelar', 2.0), ('makan', 1.0), ('gratis', 4.0)];Positif
145;bpom turun langsung kawal program makan bergizi gratis di solo;IDNTimesJateng;['bpom', 'turun', 'langsung', 'kawal', 'program', 'makan', 'bergizi', 'gratis', 'solo'];5.0;10.0;-5.0;6;9;[('turun', -3.0), ('langsung', 3.0), ('kawal', -2.0), ('makan', 1.0), ('gratis', 4.0), ('solo', 2.0)];Positif
146;presiden prabowo memberi penegasan penting bagi pihakpihak yang meremehkan keberhasilan program makan bergizi gratis kritik boleh ada namun fakta di lapangan tidak bisa diputarbalikkan distribusi masif sudah berjalan dan mencapai juta penerima manfaat setiap hari beliau;oxrth_;['presiden', 'prabowo', 'penegasan', 'pihakpihak', 'meremehkan', 'keberhasilan', 'program', 'makan', 'bergizi', 'gratis', 'kritik', 'fakta', 'lapangan', 'diputarbalikkan', 'distribusi', 'masif', 'berjalan', 'mencapai', 'juta', 'penerima', 'manfaat', 'beliau'];10.0;26.0;-16.0;13;22;[('presiden', 3.0), ('penegasan', 3.0), ('meremehkan', -5.0), ('makan', 1.0), ('gratis', 4.0), ('kritik', -5.0), ('fakta', -3.0), ('lapangan', 3.0), ('distribusi', 3.0), ('masif', -3.0), ('juta', 2.0), ('penerima', 2.0), ('manfaat', 5.0)];Positif
147;pemerintah terus memastikan program makan bergizi gratis berjalan lebih rapi dan tepat sasaran temuan dari lapangan langsung diteruskan untuk dibenahi fokusnya sederhana perlindungan anak harus terasa nyata dan merata;bungkusekoran;['pemerintah', 'program', 'makan', 'bergizi', 'gratis', 'berjalan', 'rapi', 'sasaran', 'temuan', 'lapangan', 'langsung', 'diteruskan', 'dibenahi', 'fokusnya', 'sederhana', 'perlindungan', 'anak', 'nyata', 'merata'];11.0;19.0;-8.0;9;19;[('makan', 1.0), ('gratis', 4.0), ('rapi', 3.0), ('lapangan', 3.0), ('langsung', 3.0), ('sederhana', -5.0), ('anak', -3.0), ('nyata', 4.0), ('merata', 1.0)];Positif
148;presiden prabowo ungkap juta penerima manfaat program makan bergizi gratis setara kali penduduk singapura hingga menjangkau daerah terpencil;detikcom;['presiden', 'prabowo', 'juta', 'penerima', 'manfaat', 'program', 'makan', 'bergizi', 'gratis', 'setara', 'kali', 'penduduk', 'singapura', 'menjangkau', 'daerah', 'terpencil'];14.0;19.0;-5.0;8;16;[('presiden', 3.0), ('juta', 2.0), ('penerima', 2.0), ('manfaat', 5.0), ('makan', 1.0), ('gratis', 4.0), ('setara', 2.0), ('terpencil', -5.0)];Positif
149;gibran minta mbg terus dibenahi temuan kpai akan dibawa ke bgn pemerintah memastikan komitmen untuk terus memperbaiki sistem dan pelaksanaan program makan bergizi gratis mbg sebagai bagian dari upaya memperkuat perlindungan anak dan memastikan efektivitas kebijakan prioritas;akuratco;['gibran', 'mbg', 'dibenahi', 'temuan', 'kpai', 'dibawa', 'bgn', 'pemerintah', 'komitmen', 'memperbaiki', 'sistem', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'upaya', 'memperkuat', 'perlindungan', 'anak', 'efektivitas', 'kebijakan', 'prioritas'];-4.0;11.0;-15.0;8;24;[('sistem', -4.0), ('pelaksanaan', -4.0), ('makan', 1.0), ('gratis', 4.0), ('upaya', -4.0), ('memperkuat', 3.0), ('anak', -3.0), ('kebijakan', 3.0)];Negatif
150;program makan bergizi gratis mbg menjadi langkah nyata negara dalam menyiapkan generasi sehat dan berdaya saing melalui pemenuhan gizi sejak dini;Viviviviichan;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'langkah', 'nyata', 'negara', 'generasi', 'sehat', 'berdaya', 'saing', 'pemenuhan', 'gizi'];17.0;20.0;-3.0;7;14;[('makan', 1.0), ('gratis', 4.0), ('langkah', 4.0), ('nyata', 4.0), ('generasi', -3.0), ('sehat', 4.0), ('berdaya', 3.0)];Positif
151;polri terbitkan buku rasa bhayangkara nusantara sebagai rujukan diversifikasi pangan untuk program makan bergizi gratis;car_imar;['polri', 'terbitkan', 'buku', 'bhayangkara', 'nusantara', 'rujukan', 'diversifikasi', 'pangan', 'program', 'makan', 'bergizi', 'gratis'];5.0;5.0;0.0;2;12;[('makan', 1.0), ('gratis', 4.0)];Positif
152;ketum golkar bahlil dorong program makan bergizi gratis untuk pelosok indonesia dirinya menilai program ini penting karena pernah busung lapar;detikcom;['ketum', 'golkar', 'bahlil', 'dorong', 'program', 'makan', 'bergizi', 'gratis', 'pelosok', 'indonesia', 'menilai', 'program', 'busung', 'lapar'];-7.0;5.0;-12.0;5;14;[('makan', 1.0), ('gratis', 4.0), ('pelosok', -3.0), ('menilai', -4.0), ('lapar', -5.0)];Negatif
153;kpai pantau program makan bergizi gratis di depok memastikan setiap murid bukan cuma kenyang tapi mendapat gizi seimbang amp aman;KPAI_official;['kpai', 'pantau', 'program', 'makan', 'bergizi', 'gratis', 'depok', 'siswa', 'kenyang', 'gizi', 'seimbang', 'aman'];13.0;13.0;0.0;5;12;[('pantau', 2.0), ('makan', 1.0), ('gratis', 4.0), ('siswa', 3.0), ('kenyang', 3.0)];Positif
154;program makan bergizi gratis mbg bagi ibu hamil ibu menyusui dan balita nonpaud  di desa parakan kecamatan leuwimunding kabupaten majalengka mendapat perhatian masyarakat usai penerima manfaatnya mengalami dugaan keracunan pada kamis insiden ini diduga;ferizandra;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'hamil', 'menyusui', 'balita', 'nonpaud', 'desa', 'parakan', 'kecamatan', 'leuwimunding', 'kabupaten', 'majalengka', 'perhatian', 'masyarakat', 'penerima', 'manfaatnya', 'mengalami', 'dugaan', 'keracunan', 'kamis', 'insiden', 'diduga'];8.0;17.0;-9.0;8;25;[('makan', 1.0), ('gratis', 4.0), ('hamil', -5.0), ('perhatian', 4.0), ('penerima', 2.0), ('manfaatnya', 3.0), ('mengalami', 3.0), ('insiden', -4.0)];Positif
155;kepala badan gizi nasional bgn dadan hindayana menargetkan tidak ada orang lagi yang keracunan dalam program makan bergizi gratis mbg;liputan6dotcom;['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dadan', 'hindayana', 'menargetkan', 'orang', 'keracunan', 'program', 'makan', 'bergizi', 'gratis', 'mbg'];2.0;5.0;-3.0;3;15;[('badan', -3.0), ('makan', 1.0), ('gratis', 4.0)];Positif
156;presiden prabowo subianto mengumumkan capaian signifikan program makan bergizi gratis mbg yang kini telah menjangkau sekitar juta penerima manfaat setiap harinya;MediaPrabowoID;['presiden', 'prabowo', 'subianto', 'mengumumkan', 'capaian', 'signifikan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menjangkau', 'juta', 'penerima', 'manfaat', 'harinya'];24.0;24.0;0.0;8;16;[('presiden', 3.0), ('mengumumkan', 3.0), ('capaian', 4.0), ('makan', 1.0), ('gratis', 4.0), ('juta', 2.0), ('penerima', 2.0), ('manfaat', 5.0)];Positif
157;sinergi berbagai pihak membuat program makan bergizi gratis mampu mendistribusikan makanan bergizi secara merata memperkuat kualitas hidup anak;bhinneka_news;['sinergi', 'program', 'makan', 'bergizi', 'gratis', 'mendistribusikan', 'makanan', 'bergizi', 'merata', 'memperkuat', 'kualitas', 'hidup', 'anak'];9.0;16.0;-7.0;8;13;[('makan', 1.0), ('gratis', 4.0), ('makanan', 3.0), ('merata', 1.0), ('memperkuat', 3.0), ('kualitas', 4.0), ('hidup', -4.0), ('anak', -3.0)];Positif
158;program makan bergizi gratis mbg akan didistribusikan langsung kepada anak jalanan hingga lansia yang membutuhkan upaya ini layak didukung agar dapat segera terealisasi dan makin banyak yang merasakan manfaatnya;bungkusekoran;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'didistribusikan', 'langsung', 'anak', 'jalanan', 'lansia', 'membutuhkan', 'upaya', 'layak', 'didukung', 'terealisasi', 'merasakan', 'manfaatnya'];-5.0;11.0;-16.0;8;17;[('makan', 1.0), ('gratis', 4.0), ('langsung', 3.0), ('anak', -3.0), ('jalanan', -4.0), ('upaya', -4.0), ('layak', -5.0), ('manfaatnya', 3.0)];Negatif
159;maklumin aja ges program mbg ini punya kan bisa tiga program mbah bowo gibran program militer banyak gawean guna program makan bergizi gratis;Rebornian48;['maklumin', 'teman', 'program', 'mbg', 'program', 'mbah', 'bowo', 'gibran', 'program', 'militer', 'gawean', 'program', 'makan', 'bergizi', 'gratis'];5.0;5.0;0.0;2;15;[('makan', 1.0), ('gratis', 4.0)];Positif
160;gunungkidul perbarui data penerima program makan bergizi gratis dorong bantuan tepat sasaran;TuguJogja_id;['gunungkidul', 'perbarui', 'data', 'penerima', 'program', 'makan', 'bergizi', 'gratis', 'dorong', 'bantuan', 'sasaran'];4.0;7.0;-3.0;4;11;[('data', -3.0), ('penerima', 2.0), ('makan', 1.0), ('gratis', 4.0)];Positif
161;program makan bergizi gratis mbg memperkuat masa depan anak bangsa dengan memastikan akses gizi sehat yang merata sekaligus mendorong peningkatan kualitas pendidikan sejak dini;Viviviviichan;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'memperkuat', 'anak', 'bangsa', 'akses', 'gizi', 'sehat', 'merata', 'mendorong', 'peningkatan', 'kualitas', 'pendidikan'];12.0;19.0;-7.0;9;16;[('makan', 1.0), ('gratis', 4.0), ('memperkuat', 3.0), ('anak', -3.0), ('akses', 2.0), ('sehat', 4.0), ('merata', 1.0), ('mendorong', -4.0), ('kualitas', 4.0)];Positif
162;presiden prabowo subianto mengklaim program makan bergizi gratis mbg sebagai salah satu program terbaik di dunia setelah dalam bulan berhasil menjangkau juta penerima manfaat menurut prabowo capaian ini merupakan prestasi logistik besar karena melebihi brasil yang;RadioElshinta;['presiden', 'prabowo', 'subianto', 'mengklaim', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'salah', 'program', 'terbaik', 'dunia', 'berhasil', 'menjangkau', 'juta', 'penerima', 'manfaat', 'prabowo', 'capaian', 'prestasi', 'logistik', 'melebihi', 'brasil'];23.0;29.0;-6.0;11;24;[('presiden', 3.0), ('makan', 1.0), ('gratis', 4.0), ('salah', -4.0), ('terbaik', 5.0), ('dunia', -2.0), ('berhasil', 3.0), ('juta', 2.0), ('penerima', 2.0), ('manfaat', 5.0), ('capaian', 4.0)];Positif
163;program makan bergizi gratis bukan sekadar berbagi makanan tetapi menjadi lokomotif ekonomi baru yang membuka lapangan kerja luas bagi sektor pangan dan menyejahterakan pelaku usaha kecil di seluruh daerah;PrayogaAditam;['program', 'makan', 'bergizi', 'gratis', 'berbagi', 'makanan', 'lokomotif', 'ekonomi', 'membuka', 'lapangan', 'kerja', 'luas', 'sektor', 'pangan', 'menyejahterakan', 'pelaku', 'usaha', 'daerah'];14.0;18.0;-4.0;8;18;[('makan', 1.0), ('gratis', 4.0), ('berbagi', 2.0), ('makanan', 3.0), ('lapangan', 3.0), ('kerja', 2.0), ('luas', 3.0), ('usaha', -4.0)];Positif
164;program makan bergizi gratis menjadi fondasi kokoh menuju indonesia maju dengan mencetak generasi yang sehat cerdas dan produktif melalui asupan gizi seimbang yang diberikan sejak usia dini di sekolah;PrayogaAditam;['program', 'makan', 'bergizi', 'gratis', 'fondasi', 'kokoh', 'indonesia', 'maju', 'mencetak', 'generasi', 'sehat', 'cerdas', 'produktif', 'asupan', 'gizi', 'seimbang', 'usia', 'sekolah'];3.0;14.0;-11.0;8;18;[('makan', 1.0), ('gratis', 4.0), ('fondasi', -3.0), ('mencetak', -5.0), ('generasi', -3.0), ('sehat', 4.0), ('produktif', 2.0), ('sekolah', 3.0)];Positif
165;program makan bergizi gratis mbg menjadi pondasi penting untuk mencetak generasi sehat cerdas dan produktif dengan pemenuhan gizi yang berkelanjutan sumber;Viviviviichan;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'pondasi', 'mencetak', 'generasi', 'sehat', 'cerdas', 'produktif', 'pemenuhan', 'gizi', 'berkelanjutan', 'sumber'];3.0;11.0;-8.0;6;15;[('makan', 1.0), ('gratis', 4.0), ('mencetak', -5.0), ('generasi', -3.0), ('sehat', 4.0), ('produktif', 2.0)];Positif
166;program makan bergizi gratis mbg yang dijalankan badan gizi nasional bgn terbukti menciptakan lapangan kerja dan memperkuat ekosistem usaha kuliner mengubah satuan pelayanan pemenuhan gizi sppg menjadi lokomotif baru penciptaan lapangan kerja;jjaprin24;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'dijalankan', 'badan', 'gizi', 'nasional', 'bgn', 'terbukti', 'menciptakan', 'lapangan', 'kerja', 'memperkuat', 'ekosistem', 'usaha', 'kuliner', 'mengubah', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'lokomotif', 'penciptaan', 'lapangan', 'kerja'];17.0;24.0;-7.0;11;28;[('makan', 1.0), ('gratis', 4.0), ('badan', -3.0), ('terbukti', 3.0), ('lapangan', 3.0), ('kerja', 2.0), ('memperkuat', 3.0), ('usaha', -4.0), ('pelayanan', 3.0), ('lapangan', 3.0), ('kerja', 2.0)];Positif
167;bgn menegaskan bahwa insentif senilai rp juta per hari untuk dapur program makan bergizi gratis mbg akan dipotong apabila fasilitas satuan pelayanan pemenuhan gizi sppg tidak memenuhi standar yang telah ditetapkan;nafian1010;['bgn', 'insentif', 'senilai', 'rp', 'juta', 'dapur', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'dipotong', 'fasilitas', 'satuan', 'pelayanan', 'pemenuhan', 'gizi', 'sppg', 'memenuhi', 'standar', 'ditetapkan'];4.0;13.0;-9.0;8;21;[('insentif', 3.0), ('juta', 2.0), ('makan', 1.0), ('gratis', 4.0), ('fasilitas', -4.0), ('pelayanan', 3.0), ('memenuhi', -3.0), ('standar', -2.0)];Positif
168;program makan bergizi gratis mbg bukan sekadar bantuan makanan melainkan investasi strategis dalam  menciptakan generasi yang sehat cerdas dan produktif yang akan jadi fondasi indonesia maju;nafian1010;['program', 'makan', 'bergizi', 'gratis', 'mbg', 'bantuan', 'makanan', 'investasi', 'strategis', 'menciptakan', 'generasi', 'sehat', 'cerdas', 'produktif', 'fondasi', 'indonesia', 'maju'];8.0;14.0;-6.0;7;17;[('makan', 1.0), ('gratis', 4.0), ('makanan', 3.0), ('generasi', -3.0), ('sehat', 4.0), ('produktif', 2.0), ('fondasi', -3.0)];Positif
169;mensos gus ipul menyebut penyandang disabilitas akan menjadi sasaran program makan bergizi gratis yang mulai berjalan dan menargetkan ribu penerima;detikcom;['mensos', 'gus', 'ipul', 'menyebut', 'penyandang', 'disabilitas', 'sasaran', 'program', 'makan', 'bergizi', 'gratis', 'berjalan', 'menargetkan', 'ribu', 'penerima'];10.0;10.0;0.0;4;15;[('menyebut', 3.0), ('makan', 1.0), ('gratis', 4.0), ('penerima', 2.0)];Positif
170;wakil bupati asluchul alif dorong perlindungan ketenagakerjaan bagi relawan dan tenaga pendukung program makan bergizi gratis;IniGresik;['wakil', 'bupati', 'asluchul', 'alif', 'dorong', 'perlindungan', 'ketenagakerjaan', 'relawan', 'tenaga', 'pendukung', 'program', 'makan', 'bergizi', 'gratis'];12.0;12.0;0.0;4;14;[('tenaga', 3.0), ('pendukung', 4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
171;personil polsek pangkalan kuras melaksanakan pengawasan program makan bergizi gratis mbg di mts alqasimiyah dan smpn pangkalan kuras dengan total sasaran dan porsi bagi siswasiswi;polsek_pklkuras;['personil', 'polsek', 'pangkalan', 'kuras', 'melaksanakan', 'pengawasan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'mts', 'alqasimiyah', 'smpn', 'pangkalan', 'kuras', 'total', 'sasaran', 'porsi', 'siswasiswi'];6.0;9.0;-3.0;4;20;[('melaksanakan', -3.0), ('makan', 1.0), ('gratis', 4.0), ('porsi', 4.0)];Positif
172;badan gizi nasional sehubungan dengan pelaksanaan program makan bergizi gratis mbg oleh badan gizi nasional penempatan sppg purwokerto lor banyumas membutuhkan karyawan untuk posisi akuntan koki chef ahli gizi driver kru dapur;lokerpwt;['badan', 'gizi', 'nasional', 'sehubungan', 'pelaksanaan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'badan', 'gizi', 'nasional', 'penempatan', 'sppg', 'purwokerto', 'lor', 'banyumas', 'membutuhkan', 'karyawan', 'posisi', 'akuntan', 'koki', 'chef', 'ahli', 'gizi', 'driver', 'kru', 'dapur'];-2.0;8.0;-10.0;6;29;[('badan', -3.0), ('pelaksanaan', -4.0), ('makan', 1.0), ('gratis', 4.0), ('badan', -3.0), ('karyawan', 3.0)];Negatif
173;tabik puun hallo sobat mataneka mtsn way kanan mulai salurkan program makan bergizi gratis mbg kepada siswa link berita kemenaglampung raksabhinayaadhiwira;mtsn1waykanan;['tabik', 'puun', 'halo', 'teman', 'mataneka', 'mtsn', 'way', 'kanan', 'salurkan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'siswa', 'link', 'berita', 'kemenaglampung', 'raksabhinayaadhiwira'];5.0;9.0;-4.0;5;19;[('halo', 1.0), ('makan', 1.0), ('gratis', 4.0), ('siswa', 3.0), ('berita', -4.0)];Positif
174;ak ada lagi anak sekolah yang lapar program makan bergizi gratis hadirkan senyum dan semangat belajar;AlamINDKu;['aku', 'anak', 'sekolah', 'lapar', 'program', 'makan', 'bergizi', 'gratis', 'hadirkan', 'senyum', 'semangat', 'belajar'];11.0;19.0;-8.0;9;12;[('aku', 2.0), ('anak', -3.0), ('sekolah', 3.0), ('lapar', -5.0), ('makan', 1.0), ('gratis', 4.0), ('senyum', 2.0), ('semangat', 4.0), ('belajar', 3.0)];Positif
175;gizi cukup prestasi meningkat mari dukung program makan bergizi gratis demi masa depan anakanak kita;AlamINDKu;['gizi', 'prestasi', 'meningkat', 'mari', 'dukung', 'program', 'makan', 'bergizi', 'gratis', 'anakanak'];13.0;13.0;0.0;4;10;[('mari', 4.0), ('dukung', 4.0), ('makan', 1.0), ('gratis', 4.0)];Positif
176;dadan hindayana di balik program makan bergizi gratis dari kampus ke garda depan kebijakan nasional;RadioElshinta;['dadan', 'hindayana', 'program', 'makan', 'bergizi', 'gratis', 'kampus', 'garda', 'kebijakan', 'nasional'];11.0;11.0;0.0;4;10;[('makan', 1.0), ('gratis', 4.0), ('garda', 3.0), ('kebijakan', 3.0)];Positif
177;tujuan lain dari program mbg makan bergizi gratis asslah membangun ekosistem ekonomis yang menumbuhkan pemberdayaan ekonomi lokal beberapa dapur mbg sppg juara menciptakan dan menguatkan ekosistem pemberdayaan masyarakatdiberi penghargaan inspiradaya dari kemenko pm;cakimiNOW;['tujuan', 'program', 'mbg', 'makan', 'bergizi', 'gratis', 'asslah', 'membangun', 'ekosistem', 'ekonomis', 'menumbuhkan', 'pemberdayaan', 'ekonomi', 'lokal', 'dapur', 'mbg', 'sppg', 'juara', 'menciptakan', 'menguatkan', 'ekosistem', 'pemberdayaan', 'masyarakatdiberi', 'penghargaan', 'inspiradaya', 'kemenko', 'pm'];9.0;12.0;-3.0;5;27;[('makan', 1.0), ('gratis', 4.0), ('ekonomis', 3.0), ('menguatkan', -3.0), ('penghargaan', 4.0)];Positif
