,No,full_text,username,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
219,220,sufmi dasco menyampaikan terima kasih atas dukungan masyarakat terhadap programprogram pemerintah presiden prabowo subianto terutama program makan bergizi gratis mbg yang menjadi salah satu program unggulan untuk mencetak generasi bangsa yang lebih kuat dan sehat,bbahtiarr,"['sufmi', 'dasco', 'menyampaikan', 'terima', 'kasih', 'atas', 'dukungan', 'masyarakat', 'terhadap', 'programprogram', 'pemerintah', 'presiden', 'prabowo', 'subianto', 'terutama', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'yang', 'menjadi', 'salah', 'satu', 'program', 'unggulan', 'untuk', 'mencetak', 'generasi', 'bangsa', 'yang', 'lebih', 'kuat', 'dan', 'sehat']",<FreqDist with 33 samples and 35 outcomes>,"['sufmi', 'dasco', 'terima', 'kasih', 'dukungan', 'masyarakat', 'programprogram', 'pemerintah', 'presiden', 'prabowo', 'subianto', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'salah', 'program', 'unggulan', 'mencetak', 'generasi', 'bangsa', 'kuat', 'sehat']","['sufmi', 'dasco', 'terima', 'kasih', 'dukungan', 'masyarakat', 'programprogram', 'pemerintah', 'presiden', 'prabowo', 'subianto', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'salah', 'program', 'unggulan', 'mencetak', 'generasi', 'bangsa', 'kuat', 'sehat']","['sufmi', 'dasco', 'terima', 'kasih', 'dukung', 'masyarakat', 'programprogram', 'perintah', 'presiden', 'prabowo', 'subianto', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'salah', 'program', 'unggul', 'cetak', 'generasi', 'bangsa', 'kuat', 'sehat']"
220,221,program makan bergizi gratis hadir untuk penuhi kebutuhan gizi anak sejak dini meningkatkan kesehatan dan daya saing generasi muda langkah nyata menuju indonesia emas,Nur_Syahira98,"['program', 'makan', 'bergizi', 'gratis', 'hadir', 'untuk', 'penuhi', 'kebutuhan', 'gizi', 'anak', 'sejak', 'dini', 'meningkatkan', 'kesehatan', 'dan', 'daya', 'saing', 'generasi', 'muda', 'langkah', 'nyata', 'menuju', 'indonesia', 'emas']",<FreqDist with 24 samples and 24 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'hadir', 'penuhi', 'kebutuhan', 'gizi', 'anak', 'meningkatkan', 'kesehatan', 'daya', 'saing', 'generasi', 'muda', 'langkah', 'nyata', 'indonesia', 'emas']","['program', 'makan', 'bergizi', 'gratis', 'hadir', 'penuhi', 'kebutuhan', 'gizi', 'anak', 'meningkatkan', 'kesehatan', 'daya', 'saing', 'generasi', 'muda', 'langkah', 'nyata', 'indonesia', 'emas']","['program', 'makan', 'gizi', 'gratis', 'hadir', 'penuh', 'butuh', 'gizi', 'anak', 'tingkat', 'sehat', 'daya', 'saing', 'generasi', 'muda', 'langkah', 'nyata', 'indonesia', 'emas']"
221,222,kami percaya setiap anak berhak tumbuh kuat dan cerdas dengan program makan bergizi gratis kita bersama membuka jalan bagi masa depan yang lebih sehat mari saling menjaga memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan,InfoMakan2,"['kami', 'percaya', 'setiap', 'anak', 'berhak', 'tumbuh', 'kuat', 'dan', 'cerdas', 'dengan', 'program', 'makan', 'bergizi', 'gratis', 'kita', 'bersama', 'membuka', 'jalan', 'bagi', 'masa', 'depan', 'yang', 'lebih', 'sehat', 'mari', 'saling', 'menjaga', 'memastikan', 'tak', 'ada', 'piring', 'yang', 'kosong', 'dan', 'setiap', 'langkah', 'kecil', 'menuju', 'mimpi', 'jadi', 'lebih', 'ringan']",<FreqDist with 38 samples and 42 outcomes>,"['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']","['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']","['percaya', 'anak', 'hak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'gizi', 'gratis', 'buka', 'jalan', 'sehat', 'mari', 'jaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']"
222,223,kami percaya setiap anak berhak tumbuh kuat dan cerdas dengan program makan bergizi gratis kita bersama membuka jalan bagi masa depan yang lebih sehat mari saling menjaga memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan,InfoMakan2,"['kami', 'percaya', 'setiap', 'anak', 'berhak', 'tumbuh', 'kuat', 'dan', 'cerdas', 'dengan', 'program', 'makan', 'bergizi', 'gratis', 'kita', 'bersama', 'membuka', 'jalan', 'bagi', 'masa', 'depan', 'yang', 'lebih', 'sehat', 'mari', 'saling', 'menjaga', 'memastikan', 'tak', 'ada', 'piring', 'yang', 'kosong', 'dan', 'setiap', 'langkah', 'kecil', 'menuju', 'mimpi', 'jadi', 'lebih', 'ringan']",<FreqDist with 38 samples and 42 outcomes>,"['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']","['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']","['percaya', 'anak', 'hak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'gizi', 'gratis', 'buka', 'jalan', 'sehat', 'mari', 'jaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']"
223,224,kami percaya setiap anak berhak tumbuh kuat dan cerdas dengan program makan bergizi gratis kita bersama membuka jalan bagi masa depan yang lebih sehat mari saling menjaga memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan,InfoMakan2,"['kami', 'percaya', 'setiap', 'anak', 'berhak', 'tumbuh', 'kuat', 'dan', 'cerdas', 'dengan', 'program', 'makan', 'bergizi', 'gratis', 'kita', 'bersama', 'membuka', 'jalan', 'bagi', 'masa', 'depan', 'yang', 'lebih', 'sehat', 'mari', 'saling', 'menjaga', 'memastikan', 'tak', 'ada', 'piring', 'yang', 'kosong', 'dan', 'setiap', 'langkah', 'kecil', 'menuju', 'mimpi', 'jadi', 'lebih', 'ringan']",<FreqDist with 38 samples and 42 outcomes>,"['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']","['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']","['percaya', 'anak', 'hak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'gizi', 'gratis', 'buka', 'jalan', 'sehat', 'mari', 'jaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']"
224,225,kami percaya setiap anak berhak tumbuh kuat dan cerdas dengan program makan bergizi gratis kita bersama membuka jalan bagi masa depan yang lebih sehat mari saling menjaga memastikan tak ada piring yang kosong dan setiap langkah kecil menuju mimpi jadi lebih ringan,InfoMakan2,"['kami', 'percaya', 'setiap', 'anak', 'berhak', 'tumbuh', 'kuat', 'dan', 'cerdas', 'dengan', 'program', 'makan', 'bergizi', 'gratis', 'kita', 'bersama', 'membuka', 'jalan', 'bagi', 'masa', 'depan', 'yang', 'lebih', 'sehat', 'mari', 'saling', 'menjaga', 'memastikan', 'tak', 'ada', 'piring', 'yang', 'kosong', 'dan', 'setiap', 'langkah', 'kecil', 'menuju', 'mimpi', 'jadi', 'lebih', 'ringan']",<FreqDist with 38 samples and 42 outcomes>,"['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']","['percaya', 'anak', 'berhak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'bergizi', 'gratis', 'membuka', 'jalan', 'sehat', 'mari', 'menjaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']","['percaya', 'anak', 'hak', 'tumbuh', 'kuat', 'cerdas', 'program', 'makan', 'gizi', 'gratis', 'buka', 'jalan', 'sehat', 'mari', 'jaga', 'piring', 'kosong', 'langkah', 'mimpi', 'ringan']"
225,226,ri targetkan swasembada telur amp daging ayam di setelah sukses swasembada beras amp jagung kini fokus beralih ke sektor peternakan pemerintah siapkan strategi khusus untuk memastikan pasokan aman dan berkelanjutan demi mendukung penuh program makan bergizi gratis mbg,cutewoman__,"['ri', 'targetkan', 'swasembada', 'telur', 'amp', 'daging', 'ayam', 'di', 'setelah', 'sukses', 'swasembada', 'beras', 'amp', 'jagung', 'kini', 'fokus', 'beralih', 'ke', 'sektor', 'peternakan', 'pemerintah', 'siapkan', 'strategi', 'khusus', 'untuk', 'memastikan', 'pasokan', 'aman', 'dan', 'berkelanjutan', 'demi', 'mendukung', 'penuh', 'program', 'makan', 'bergizi', 'gratis', 'mbg']",<FreqDist with 36 samples and 38 outcomes>,"['ri', 'targetkan', 'swasembada', 'telur', 'daging', 'ayam', 'sukses', 'swasembada', 'beras', 'jagung', 'fokus', 'beralih', 'sektor', 'peternakan', 'pemerintah', 'siapkan', 'strategi', 'khusus', 'pasokan', 'aman', 'berkelanjutan', 'mendukung', 'penuh', 'program', 'makan', 'bergizi', 'gratis', 'mbg']","['ri', 'targetkan', 'swasembada', 'telur', 'daging', 'ayam', 'sukses', 'swasembada', 'beras', 'jagung', 'fokus', 'beralih', 'sektor', 'peternakan', 'pemerintah', 'siapkan', 'strategi', 'khusus', 'pasokan', 'aman', 'berkelanjutan', 'mendukung', 'penuh', 'program', 'makan', 'bergizi', 'gratis', 'mbg']","['ri', 'target', 'swasembada', 'telur', 'daging', 'ayam', 'sukses', 'swasembada', 'beras', 'jagung', 'fokus', 'alih', 'sektor', 'terna', 'perintah', 'siap', 'strategi', 'khusus', 'pasok', 'aman', 'lanjut', 'dukung', 'penuh', 'program', 'makan', 'gizi', 'gratis', 'mbg']"
226,227,program makan bergizi gratis mbg terus memberi dampak nyata dengan meningkatkan kesejahteraan anak sekolah dan memperkuat kualitas sumber daya manusia sejak dini sumber,Viviviviichan,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'terus', 'memberi', 'dampak', 'nyata', 'dengan', 'meningkatkan', 'kesejahteraan', 'anak', 'sekolah', 'dan', 'memperkuat', 'kualitas', 'sumber', 'daya', 'manusia', 'sejak', 'dini', 'sumber']",<FreqDist with 22 samples and 23 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'dampak', 'nyata', 'meningkatkan', 'kesejahteraan', 'anak', 'sekolah', 'memperkuat', 'kualitas', 'sumber', 'daya', 'manusia', 'sumber']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'dampak', 'nyata', 'meningkatkan', 'kesejahteraan', 'anak', 'sekolah', 'memperkuat', 'kualitas', 'sumber', 'daya', 'manusia', 'sumber']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'dampak', 'nyata', 'tingkat', 'sejahtera', 'anak', 'sekolah', 'kuat', 'kualitas', 'sumber', 'daya', 'manusia', 'sumber']"
227,228,program makan bergizi gratis mbg kini menjangkau kelompok paling rentan lansia pemulung anak jalanan disabilitas hingga masyarakat miskin harapan baru mengalirtak boleh ada lagi warga indonesia yang kesulitan mendapatkan makanan bergizi pemenuhan gizi untuk semua,adeelinaimawn,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'kini', 'menjangkau', 'kelompok', 'paling', 'rentan', 'lansia', 'pemulung', 'anak', 'jalanan', 'disabilitas', 'hingga', 'masyarakat', 'miskin', 'harapan', 'baru', 'mengalirtak', 'boleh', 'ada', 'lagi', 'warga', 'indonesia', 'yang', 'kesulitan', 'mendapatkan', 'makanan', 'bergizi', 'pemenuhan', 'gizi', 'untuk', 'semua']",<FreqDist with 34 samples and 35 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'menjangkau', 'kelompok', 'rentan', 'lansia', 'pemulung', 'anak', 'jalanan', 'disabilitas', 'masyarakat', 'miskin', 'harapan', 'mengalirtak', 'warga', 'indonesia', 'kesulitan', 'makanan', 'bergizi', 'pemenuhan', 'gizi']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'menjangkau', 'kelompok', 'rentan', 'lansia', 'pemulung', 'anak', 'jalanan', 'disabilitas', 'masyarakat', 'miskin', 'harapan', 'mengalirtak', 'warga', 'indonesia', 'kesulitan', 'makanan', 'bergizi', 'pemenuhan', 'gizi']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'jangkau', 'kelompok', 'rentan', 'lansia', 'pulung', 'anak', 'jalan', 'disabilitas', 'masyarakat', 'miskin', 'harap', 'mengalirtak', 'warga', 'indonesia', 'sulit', 'makan', 'gizi', 'penuh', 'gizi']"
228,229,program makan bergizi gratis mbg kini diperluas untuk mencakup jutaan warga indonesia dengan penerima manfaat yang menyentuh kelompok paling rentan seperti lansia pemulung anak jalanan disabilitas hingga masyarakat miskin,waynirwana,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'kini', 'diperluas', 'untuk', 'mencakup', 'jutaan', 'warga', 'indonesia', 'dengan', 'penerima', 'manfaat', 'yang', 'menyentuh', 'kelompok', 'paling', 'rentan', 'seperti', 'lansia', 'pemulung', 'anak', 'jalanan', 'disabilitas', 'hingga', 'masyarakat', 'miskin']",<FreqDist with 29 samples and 29 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'diperluas', 'mencakup', 'jutaan', 'warga', 'indonesia', 'penerima', 'manfaat', 'menyentuh', 'kelompok', 'rentan', 'lansia', 'pemulung', 'anak', 'jalanan', 'disabilitas', 'masyarakat', 'miskin']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'diperluas', 'mencakup', 'jutaan', 'warga', 'indonesia', 'penerima', 'manfaat', 'menyentuh', 'kelompok', 'rentan', 'lansia', 'pemulung', 'anak', 'jalanan', 'disabilitas', 'masyarakat', 'miskin']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'luas', 'cakup', 'juta', 'warga', 'indonesia', 'terima', 'manfaat', 'sentuh', 'kelompok', 'rentan', 'lansia', 'pulung', 'anak', 'jalan', 'disabilitas', 'masyarakat', 'miskin']"
229,230,program makan bergizi gratis mbg kini benarbenar menyentuh nurani bangsa dari lansia pemulung hingga anak jalanansemua dirangkul agar tak ada lagi warga yang tidur dalam keadaan lapar harapan baru untuk indonesia yang lebih adil dan manusiawi,barisansopan,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'kini', 'benarbenar', 'menyentuh', 'nurani', 'bangsa', 'dari', 'lansia', 'pemulung', 'hingga', 'anak', 'jalanansemua', 'dirangkul', 'agar', 'tak', 'ada', 'lagi', 'warga', 'yang', 'tidur', 'dalam', 'keadaan', 'lapar', 'harapan', 'baru', 'untuk', 'indonesia', 'yang', 'lebih', 'adil', 'dan', 'manusiawi']",<FreqDist with 35 samples and 36 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'mbg', 'benarbenar', 'menyentuh', 'nurani', 'bangsa', 'lansia', 'pemulung', 'anak', 'jalanansemua', 'dirangkul', 'warga', 'tidur', 'lapar', 'harapan', 'indonesia', 'adil', 'manusiawi']","['program', 'makan', 'bergizi', 'gratis', 'mbg', 'benarbenar', 'menyentuh', 'nurani', 'bangsa', 'lansia', 'pemulung', 'anak', 'jalanansemua', 'dirangkul', 'warga', 'tidur', 'lapar', 'harapan', 'indonesia', 'adil', 'manusiawi']","['program', 'makan', 'gizi', 'gratis', 'mbg', 'benarbenar', 'sentuh', 'nurani', 'bangsa', 'lansia', 'pulung', 'anak', 'jalanansemua', 'rangkul', 'warga', 'tidur', 'lapar', 'harap', 'indonesia', 'adil', 'manusiawi']"
230,231,mbg ada harapan baru bagi jutaan warga program makan bergizi gratis mbg kini menjangkau lansia pemulung anak jalanan hingga masyarakat miskin memastikan setiap anak bisa makan bergizi agar tumbuh dengan baik pendidikan dan tenaga penggerak masyarakat diprioritaskan,nauna_masa,"['mbg', 'ada', 'harapan', 'baru', 'bagi', 'jutaan', 'warga', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'kini', 'menjangkau', 'lansia', 'pemulung', 'anak', 'jalanan', 'hingga', 'masyarakat', 'miskin', 'memastikan', 'setiap', 'anak', 'bisa', 'makan', 'bergizi', 'agar', 'tumbuh', 'dengan', 'baik', 'pendidikan', 'dan', 'tenaga', 'penggerak', 'masyarakat', 'diprioritaskan']",<FreqDist with 32 samples and 37 outcomes>,"['mbg', 'harapan', 'jutaan', 'warga', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menjangkau', 'lansia', 'pemulung', 'anak', 'jalanan', 'masyarakat', 'miskin', 'anak', 'makan', 'bergizi', 'tumbuh', 'pendidikan', 'tenaga', 'penggerak', 'masyarakat', 'diprioritaskan']","['mbg', 'harapan', 'jutaan', 'warga', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menjangkau', 'lansia', 'pemulung', 'anak', 'jalanan', 'masyarakat', 'miskin', 'anak', 'makan', 'bergizi', 'tumbuh', 'pendidikan', 'tenaga', 'penggerak', 'masyarakat', 'diprioritaskan']","['mbg', 'harap', 'juta', 'warga', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'jangkau', 'lansia', 'pulung', 'anak', 'jalan', 'masyarakat', 'miskin', 'anak', 'makan', 'gizi', 'tumbuh', 'didik', 'tenaga', 'gerak', 'masyarakat', 'prioritas']"
231,232,visi utama program makan bergizi gratis mbg adalah memastikan semua anak indonesia mendapat asupan gizi yang cukup untuk tumbuh optimalprogram ini menjadi pilar penting dalam upaya pemerintah menjamin kesehatan generasi penerus bangsa,nafian1010,"['visi', 'utama', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'adalah', 'memastikan', 'semua', 'anak', 'indonesia', 'mendapat', 'asupan', 'gizi', 'yang', 'cukup', 'untuk', 'tumbuh', 'optimalprogram', 'ini', 'menjadi', 'pilar', 'penting', 'dalam', 'upaya', 'pemerintah', 'menjamin', 'kesehatan', 'generasi', 'penerus', 'bangsa']",<FreqDist with 32 samples and 32 outcomes>,"['visi', 'utama', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'anak', 'indonesia', 'asupan', 'gizi', 'tumbuh', 'optimalprogram', 'pilar', 'upaya', 'pemerintah', 'menjamin', 'kesehatan', 'generasi', 'penerus', 'bangsa']","['visi', 'utama', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'anak', 'indonesia', 'asupan', 'gizi', 'tumbuh', 'optimalprogram', 'pilar', 'upaya', 'pemerintah', 'menjamin', 'kesehatan', 'generasi', 'penerus', 'bangsa']","['visi', 'utama', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'anak', 'indonesia', 'asupan', 'gizi', 'tumbuh', 'optimalprogram', 'pilar', 'upaya', 'perintah', 'jamin', 'sehat', 'generasi', 'terus', 'bangsa']"
232,233,program makan bergizi gratis kini menyentuh lansia dan anak jalanan membawa harapan baru bagi jutaan warga indonesia yang membutuhkan uluran tangan pemerintah,PrayogaAditam,"['program', 'makan', 'bergizi', 'gratis', 'kini', 'menyentuh', 'lansia', 'dan', 'anak', 'jalanan', 'membawa', 'harapan', 'baru', 'bagi', 'jutaan', 'warga', 'indonesia', 'yang', 'membutuhkan', 'uluran', 'tangan', 'pemerintah']",<FreqDist with 22 samples and 22 outcomes>,"['program', 'makan', 'bergizi', 'gratis', 'menyentuh', 'lansia', 'anak', 'jalanan', 'membawa', 'harapan', 'jutaan', 'warga', 'indonesia', 'membutuhkan', 'uluran', 'tangan', 'pemerintah']","['program', 'makan', 'bergizi', 'gratis', 'menyentuh', 'lansia', 'anak', 'jalanan', 'membawa', 'harapan', 'jutaan', 'warga', 'indonesia', 'membutuhkan', 'uluran', 'tangan', 'pemerintah']","['program', 'makan', 'gizi', 'gratis', 'sentuh', 'lansia', 'anak', 'jalan', 'bawa', 'harap', 'juta', 'warga', 'indonesia', 'butuh', 'ulur', 'tangan', 'perintah']"
233,234,harapan baru terus mengalir program makan bergizi gratis kini menyentuh lansia pemulung anak jalanan hingga kelompok paling rentan semua berhak makan layak dan bergizi,berthasintia,"['harapan', 'baru', 'terus', 'mengalir', 'program', 'makan', 'bergizi', 'gratis', 'kini', 'menyentuh', 'lansia', 'pemulung', 'anak', 'jalanan', 'hingga', 'kelompok', 'paling', 'rentan', 'semua', 'berhak', 'makan', 'layak', 'dan', 'bergizi']",<FreqDist with 22 samples and 24 outcomes>,"['harapan', 'mengalir', 'program', 'makan', 'bergizi', 'gratis', 'menyentuh', 'lansia', 'pemulung', 'anak', 'jalanan', 'kelompok', 'rentan', 'berhak', 'makan', 'layak', 'bergizi']","['harapan', 'mengalir', 'program', 'makan', 'bergizi', 'gratis', 'menyentuh', 'lansia', 'pemulung', 'anak', 'jalanan', 'kelompok', 'rentan', 'berhak', 'makan', 'layak', 'bergizi']","['harap', 'alir', 'program', 'makan', 'gizi', 'gratis', 'sentuh', 'lansia', 'pulung', 'anak', 'jalan', 'kelompok', 'rentan', 'hak', 'makan', 'layak', 'gizi']"
234,235,sebuah insiden tragis terekam dalam video yang beredar luas di media sosial memperlihatkan mobil pengangkut makanan program makan bergizi gratis mbg menabrak murid di sdn kalibaru jakarta utara mobil tersebut dilaporkan menerobos pagar sekolah dan menabrak sekelompok,pikiran_rakyat,"['sebuah', 'insiden', 'tragis', 'terekam', 'dalam', 'video', 'yang', 'beredar', 'luas', 'di', 'media', 'sosial', 'memperlihatkan', 'mobil', 'pengangkut', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'murid', 'di', 'sdn', 'kalibaru', 'jakarta', 'utara', 'mobil', 'tersebut', 'dilaporkan', 'menerobos', 'pagar', 'sekolah', 'dan', 'menabrak', 'sekelompok']",<FreqDist with 34 samples and 37 outcomes>,"['insiden', 'tragis', 'terekam', 'video', 'beredar', 'luas', 'media', 'sosial', 'mobil', 'pengangkut', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'murid', 'sdn', 'kalibaru', 'jakarta', 'utara', 'mobil', 'dilaporkan', 'menerobos', 'pagar', 'sekolah', 'menabrak', 'sekelompok']","['insiden', 'tragis', 'terekam', 'video', 'beredar', 'luas', 'media', 'sosial', 'mobil', 'pengangkut', 'makanan', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'siswa', 'sdn', 'kalibaru', 'jakarta', 'utara', 'mobil', 'dilaporkan', 'menerobos', 'pagar', 'sekolah', 'menabrak', 'sekelompok']","['insiden', 'tragis', 'rekam', 'video', 'edar', 'luas', 'media', 'sosial', 'mobil', 'angkut', 'makan', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'tabrak', 'siswa', 'sdn', 'kalibaru', 'jakarta', 'utara', 'mobil', 'lapor', 'terobos', 'pagar', 'sekolah', 'tabrak', 'kelompok']"
235,236,sebuah mobil operasional program makan bergizi gratis mbg menabrak sejumlah siswa dan satu guru di sdn kalibaru cilincing jakarta utara pada kamis pagi insiden ini menyebabkan orang korban lukaluka terdiri dari siswa dan guru,KangDien_Wae,"['sebuah', 'mobil', 'operasional', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'sejumlah', 'siswa', 'dan', 'satu', 'guru', 'di', 'sdn', 'kalibaru', 'cilincing', 'jakarta', 'utara', 'pada', 'kamis', 'pagi', 'insiden', 'ini', 'menyebabkan', 'orang', 'korban', 'lukaluka', 'terdiri', 'dari', 'siswa', 'dan', 'guru']",<FreqDist with 31 samples and 34 outcomes>,"['mobil', 'operasional', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'siswa', 'guru', 'sdn', 'kalibaru', 'cilincing', 'jakarta', 'utara', 'kamis', 'pagi', 'insiden', 'menyebabkan', 'orang', 'korban', 'lukaluka', 'siswa', 'guru']","['mobil', 'operasional', 'program', 'makan', 'bergizi', 'gratis', 'mbg', 'menabrak', 'siswa', 'guru', 'sdn', 'kalibaru', 'cilincing', 'jakarta', 'utara', 'kamis', 'pagi', 'insiden', 'menyebabkan', 'orang', 'korban', 'lukaluka', 'siswa', 'guru']","['mobil', 'operasional', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'tabrak', 'siswa', 'guru', 'sdn', 'kalibaru', 'cilincing', 'jakarta', 'utara', 'kamis', 'pagi', 'insiden', 'sebab', 'orang', 'korban', 'lukaluka', 'siswa', 'guru']"
